HGT2-1,,HGT2-2,,HGT2-3,,HGT2-4,
X,Y,X,Y,X,Y,X,Y
158.927264770241,2697.58804695838,147.124376367615,3186.63820704376,163.319037199125,2603.32977588047,119.401312910284,651.227321237993
162.221094091904,2713.98078975454,152.339606126915,3186.63820704376,166.338380743983,2614.94130202775,122.695142231948,673.084311632872
165.514923413567,2727.64140875133,154.535492341357,3186.63820704376,169.906695842451,2627.91889007471,125.988971553611,716.798292422625
168.80875273523,2737.20384204909,160.025207877462,3186.63820704376,173.200525164114,2642.94557097118,129.282800875274,767.342582710779
172.102582056893,2756.32870864461,163.319037199125,3200.29882604055,176.494354485777,2656.60618996798,132.576630196937,802.860192102455
178.690240700219,2778.18569903949,166.612866520788,3220.78975453575,179.78818380744,2663.43649946638,135.8704595186,823.351120597652
181.984070021882,2793.21237993597,169.906695842451,3242.64674493063,183.082013129103,2678.46318036286,139.164288840263,826.083244397012
185.277899343545,2806.87299893276,173.200525164114,3257.67342582711,186.375842450766,2688.02561366062,142.458118161926,826.083244397012
188.571728665208,2819.16755602988,176.494354485777,3274.06616862326,189.669671772429,2690.75773745998,145.751947483589,824.717182497332
191.865557986871,2831.462113127,179.78818380744,3283.62860192102,192.963501094092,2696.2219850587,149.045776805252,813.788687299893
195.159387308534,2841.02454642476,183.082013129103,3297.28922091782,196.257330415755,2708.51654215582,152.339606126915,816.520811099253
198.453216630197,2851.9530416222,186.375842450766,3309.58377801494,199.551159737418,2720.81109925293,155.633435448578,821.985058697972
201.74704595186,2866.97972251868,189.669671772429,3310.94983991462,202.844989059081,2737.20384204909,158.927264770241,838.37780149413
205.040875273523,2873.81003201708,195.708358862144,3317.78014941302,206.138818380744,2756.32870864461,162.221094091904,868.431163287086
208.334704595186,2884.73852721451,197.904245076586,3317.78014941302,208.883676148797,2764.52508004269,165.514923413567,883.457844183565
211.628533916849,2902.49733191035,203.393960612691,3324.61045891142,212.72647702407,2779.55176093917,168.80875273523,908.046958377801
214.922363238512,2910.69370330843,205.315361050328,3325.9765208111,217.118249452954,2795.94450373533,172.102582056893,921.707577374599
218.216192560175,2925.72038420491,210.530590809628,3341.00320170758,220.412078774617,2797.31056563501,175.396411378556,924.439701173959
221.510021881838,2933.91675560299,213.824420131291,3372.42262540021,223.70590809628,2785.01600853789,178.690240700219,914.877267876201
224.803851203501,2944.84525080043,217.118249452954,3398.37780149413,226.999737417943,2776.81963713981,181.984070021882,914.877267876201
228.097680525164,2953.04162219851,220.412078774617,3420.23479188901,230.293566739606,2789.11419423693,185.277899343545,908.046958377801
231.391509846827,2965.33617929562,223.70590809628,3443.45784418356,233.587396061269,2793.21237993597,188.571728665208,908.046958377801
234.68533916849,2977.63073639274,226.999737417943,3461.2166488794,236.881225382932,2793.21237993597,191.865557986871,899.850586979723
237.979168490153,2984.46104589114,230.293566739606,3473.51120597652,240.175054704595,2793.21237993597,195.159387308534,905.314834578441
241.272997811816,2989.92529348986,233.587396061269,3492.63607257204,243.468884026258,2794.57844183565,198.453216630197,916.243329775881
244.566827133479,2994.0234791889,236.881225382932,3507.66275346852,246.762713347921,2808.23906083244,201.74704595186,916.243329775881
247.860656455142,3002.21985058698,240.175054704595,3517.22518676628,250.056542669584,2809.60512273212,205.040875273523,903.948772678762
251.154485776805,3009.05016008538,243.468884026258,3530.88580576307,253.350371991247,2809.60512273212,208.334704595186,897.118463180363
254.448315098468,3015.88046958378,246.762713347921,3544.54642475987,256.64420131291,2806.87299893276,211.628533916849,891.654215581643
257.742144420131,3022.71077908218,250.056542669584,3562.30522945571,259.938030634573,2809.60512273212,214.922363238512,882.091782283885
261.035973741794,3030.90715048026,253.350371991247,3570.50160085379,262.957374179431,2809.60512273212,218.216192560175,873.895410885806
264.329803063457,3030.90715048026,256.64420131291,3582.79615795091,268.721575492341,2802.77481323372,221.510021881838,845.208110992529
267.62363238512,3039.10352187834,259.938030634573,3593.72465314834,272.015404814004,2806.87299893276,224.803851203501,812.422625400214
270.917461706783,3047.29989327641,263.231859956236,3601.92102454642,275.309234135667,2810.9711846318,228.097680525164,793.297758804696
274.211291028446,3055.49626467449,266.525689277899,3586.89434364995,278.60306345733,2821.89967982924,231.391509846827,793.297758804696
277.505120350109,3055.49626467449,269.819518599562,3577.33191035219,281.896892778993,2825.99786552828,234.68533916849,791.931696905016
280.798949671772,3063.69263607257,273.113347921225,3580.06403415155,285.190722100656,2832.82817502668,237.979168490153,793.297758804696
284.092778993435,3071.88900747065,276.407177242888,3580.06403415155,288.484551422319,2842.39060832444,241.272997811816,793.297758804696
287.386608315098,3071.88900747065,279.701006564551,3580.06403415155,291.778380743983,2843.75667022412,244.566827133479,793.297758804696
290.680437636762,3074.62113127001,282.994835886214,3584.16221985059,295.072210065646,2850.58697972252,247.860656455142,791.931696905016
293.974266958425,3082.81750266809,286.288665207877,3580.06403415155,297.817067833698,2850.58697972252,251.154485776805,793.297758804696
297.268096280088,3088.28175026681,289.58249452954,3614.21558164354,301.659868708972,2858.7833511206,254.448315098468,797.395944503735
300.561925601751,3089.64781216649,292.876323851204,3648.36712913554,304.953698030635,2856.05122732124,257.742144420131,819.252934898613
303.855754923414,3096.47812166489,296.170153172867,3682.51867662753,308.247527352298,2861.51547491996,261.035973741794,820.618996798293
307.149584245077,3096.47812166489,299.46398249453,3698.91141942369,311.541356673961,2875.17609391676,264.055317286652,826.083244397012
310.44341356674,3107.40661686233,302.757811816193,3712.57203842049,314.835185995624,2877.90821771612,267.62363238512,832.913553895411
313.737242888403,3112.87086446105,306.051641137856,3724.86659551761,318.129015317287,2888.83671291355,270.917461706783,827.449306296691
317.031072210066,3112.87086446105,309.345470459519,3735.79509071505,321.42284463895,2891.56883671291,274.211291028446,823.351120597652
320.324901531729,3114.23692636072,312.639299781182,3748.08964781217,324.716673960613,2895.66702241195,277.505120350109,808.324439701174
323.618730853392,3116.96905016009,315.933129102845,3757.65208110993,328.010503282276,2905.22945570971,280.798949671772,790.565635005336
326.912560175055,3129.2636072572,319.226958424508,3765.848452508,331.304332603939,2918.89007470651,284.092778993435,779.637139807898
330.206389496718,3136.0939167556,322.520787746171,3778.14300960512,334.598161925602,2921.62219850587,287.386608315098,771.440768409819
333.500218818381,3138.82604055496,325.814617067834,3784.97331910352,337.891991247265,2928.45250800427,290.680437636762,771.440768409819
336.794048140044,3145.65635005336,329.108446389497,3797.26787620064,341.185820568928,2938.01494130203,293.974266958425,779.637139807898
340.087877461707,3145.65635005336,332.40227571116,3805.46424759872,344.479649890591,2940.74706510139,297.268096280088,781.003201707577
343.38170678337,3156.5848452508,335.696105032823,3816.39274279616,347.773479212254,2940.74706510139,300.561925601751,783.735325506938
346.675536105033,3162.04909284952,338.989934354486,3824.58911419424,351.067308533917,2939.38100320171,303.855754923414,768.708644610459
349.969365426696,3163.4151547492,342.283763676149,3828.68729989328,354.36113785558,2932.55069370331,307.149584245077,782.369263607257
353.263194748359,3170.2454642476,345.577592997812,3842.34791889007,357.654967177243,2935.28281750267,310.44341356674,776.905016008538
356.557024070022,3170.2454642476,348.871422319475,3843.71398078975,360.948796498906,2940.74706510139,313.737242888403,791.931696905016
359.850853391685,3170.2454642476,352.165251641138,3810.92849519744,364.242625820569,2940.74706510139,317.031072210066,787.833511205977
363.144682713348,3178.44183564568,355.459080962801,3812.29455709712,367.536455142232,2943.47918890075,320.324901531729,796.029882604056
366.438512035011,3178.44183564568,358.752910284464,3842.34791889007,370.006827133479,2957.13980789755,323.618730853392,823.351120597652
369.732341356674,3183.9060832444,362.046739606127,3857.37459978655,18.9621048737367,2077.37295281763,326.912560175055,839.74386339381
371.653741794311,3178.44183564568,365.34056892779,3873.76734258271,17.5257809474926,2236.06527047622,330.206389496718,856.136606189968
175.377780441719,2763.61000215204,368.634398249453,3881.96371398079,16.6639865917461,2356.15675410974,333.500218818381,837.011739594451
86.4693294072093,2330.4228647597,370.55579868709,3891.52614727855,15.5149274507509,2459.0923115099,336.794048140044,805.592315901814
83.0221519842235,2291.82203073464,15.1127567514025,2586.90396194843,12.4986472056383,2557.73888735172,340.087877461707,790.565635005336
79.8622393464865,2253.22119670958,11.4932204572674,2592.05073981844,11.2059556720186,2647.80750007686,343.38170678337,776.905016008538
34.3307708845485,1884.36878269233,,,8.7642049974036,2720.72018656864,346.675536105033,760.51227321238
36.4852567739147,1815.74507775889,,,6.60971910803745,2720.72018656864,349.969365426696,759.146211312701
17.3821485548682,2201.7534180095,,,,,353.263194748359,756.414087513341
19.8238992294832,2150.28563930941,,,,,356.557024070022,759.146211312701
,,,,,,359.850853391685,783.735325506938
,,,,,,363.144682713348,798.762006403415
,,,,,,366.438512035011,823.351120597652
,,,,,,369.457855579869,826.083244397012
,,,,,,13.5040739540091,2399.04656969314
,,,,,,12.3550148130138,2480.5372193016
,,,,,,8.47694021215477,2755.03203903536
,,,,,,6.46608671541304,2780.7659283854
